,TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
233906,Offence Against a Person,2018,5,8,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
233932,Offence Against a Person,2018,3,31,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
233933,Offence Against a Person,2018,12,16,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
233987,Offence Against a Person,2018,5,18,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
233994,Offence Against a Person,2018,7,30,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234012,Offence Against a Person,2018,5,20,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234057,Offence Against a Person,2018,1,14,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234093,Offence Against a Person,2018,11,22,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234209,Offence Against a Person,2018,3,26,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234272,Offence Against a Person,2018,5,31,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234330,Offence Against a Person,2018,5,13,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234347,Offence Against a Person,2018,11,19,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234354,Offence Against a Person,2018,5,8,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234355,Offence Against a Person,2018,5,7,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234358,Offence Against a Person,2018,7,25,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234359,Offence Against a Person,2018,2,8,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234365,Offence Against a Person,2018,5,7,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234368,Offence Against a Person,2018,11,26,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234394,Offence Against a Person,2018,3,17,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234485,Offence Against a Person,2018,1,1,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234499,Offence Against a Person,2018,12,12,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234511,Offence Against a Person,2018,4,16,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234532,Offence Against a Person,2018,3,22,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234543,Offence Against a Person,2018,2,8,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234546,Offence Against a Person,2018,7,22,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234553,Offence Against a Person,2018,2,6,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234576,Offence Against a Person,2018,10,15,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234616,Offence Against a Person,2018,1,6,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234711,Offence Against a Person,2018,10,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234714,Offence Against a Person,2018,1,15,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234715,Offence Against a Person,2018,4,9,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234716,Offence Against a Person,2018,10,9,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234725,Offence Against a Person,2018,7,30,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234726,Offence Against a Person,2018,3,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234732,Offence Against a Person,2018,11,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234802,Offence Against a Person,2018,6,19,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234855,Offence Against a Person,2018,1,30,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234874,Offence Against a Person,2018,7,14,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234875,Offence Against a Person,2018,4,16,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234911,Offence Against a Person,2018,1,25,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234922,Offence Against a Person,2018,1,27,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234925,Offence Against a Person,2018,8,17,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234926,Offence Against a Person,2018,8,17,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234956,Offence Against a Person,2018,6,16,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
234965,Offence Against a Person,2018,5,25,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235003,Offence Against a Person,2018,9,29,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235022,Offence Against a Person,2018,7,5,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235092,Offence Against a Person,2018,11,28,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235133,Offence Against a Person,2018,5,3,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235140,Offence Against a Person,2018,7,23,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235187,Offence Against a Person,2018,11,9,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235228,Offence Against a Person,2018,12,13,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235253,Offence Against a Person,2018,3,15,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235258,Offence Against a Person,2018,2,11,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235329,Offence Against a Person,2018,9,18,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235339,Offence Against a Person,2018,12,16,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235482,Offence Against a Person,2018,12,16,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235508,Offence Against a Person,2018,5,23,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235628,Offence Against a Person,2018,6,7,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235666,Offence Against a Person,2018,3,24,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235705,Offence Against a Person,2018,5,19,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235706,Offence Against a Person,2018,3,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235769,Offence Against a Person,2018,9,11,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235770,Offence Against a Person,2018,12,26,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235786,Offence Against a Person,2018,12,2,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235790,Offence Against a Person,2018,11,21,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235796,Offence Against a Person,2018,9,24,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235829,Offence Against a Person,2018,11,5,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235838,Offence Against a Person,2018,5,25,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235848,Offence Against a Person,2018,8,24,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235893,Offence Against a Person,2018,2,3,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235910,Offence Against a Person,2018,2,6,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235912,Offence Against a Person,2018,6,9,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235927,Offence Against a Person,2018,4,7,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235928,Offence Against a Person,2018,12,24,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
235938,Offence Against a Person,2018,2,11,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236071,Offence Against a Person,2018,6,22,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236073,Offence Against a Person,2018,9,3,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236075,Offence Against a Person,2018,3,1,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236077,Offence Against a Person,2018,9,20,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236087,Offence Against a Person,2018,9,12,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236088,Offence Against a Person,2018,4,5,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236131,Offence Against a Person,2018,8,15,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236177,Offence Against a Person,2018,9,13,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236181,Offence Against a Person,2018,5,19,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236192,Offence Against a Person,2018,3,14,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236214,Offence Against a Person,2018,3,28,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236263,Offence Against a Person,2018,7,27,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236270,Offence Against a Person,2018,11,20,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236307,Offence Against a Person,2018,10,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236318,Offence Against a Person,2018,10,22,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236374,Offence Against a Person,2018,3,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236375,Offence Against a Person,2018,11,6,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236406,Offence Against a Person,2018,5,3,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236441,Offence Against a Person,2018,10,25,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236468,Offence Against a Person,2018,2,5,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236496,Offence Against a Person,2018,3,8,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236506,Offence Against a Person,2018,9,9,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236533,Offence Against a Person,2018,8,18,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236570,Offence Against a Person,2018,11,4,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236689,Offence Against a Person,2018,7,14,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236698,Offence Against a Person,2018,12,28,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236777,Offence Against a Person,2018,3,3,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236788,Offence Against a Person,2018,2,21,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236808,Offence Against a Person,2018,11,26,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236834,Offence Against a Person,2018,7,21,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236927,Offence Against a Person,2018,4,3,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
236950,Offence Against a Person,2018,4,17,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237039,Offence Against a Person,2018,3,20,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237040,Offence Against a Person,2018,11,27,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237055,Offence Against a Person,2018,8,15,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237061,Offence Against a Person,2018,12,2,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237064,Offence Against a Person,2018,2,8,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237065,Offence Against a Person,2018,11,21,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237104,Offence Against a Person,2018,1,11,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237105,Offence Against a Person,2018,1,11,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237262,Offence Against a Person,2018,5,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237263,Offence Against a Person,2018,5,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237274,Offence Against a Person,2018,8,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237275,Offence Against a Person,2018,8,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237289,Offence Against a Person,2018,5,1,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237310,Offence Against a Person,2018,5,13,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237315,Offence Against a Person,2018,7,27,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237344,Offence Against a Person,2018,11,2,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237347,Offence Against a Person,2018,11,1,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237366,Offence Against a Person,2018,8,17,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237367,Offence Against a Person,2018,8,17,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237389,Offence Against a Person,2018,10,22,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237393,Offence Against a Person,2018,3,1,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237394,Offence Against a Person,2018,8,3,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237418,Offence Against a Person,2018,5,11,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237443,Offence Against a Person,2018,4,12,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237469,Offence Against a Person,2018,11,2,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237473,Offence Against a Person,2018,2,6,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237505,Offence Against a Person,2018,6,29,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237522,Offence Against a Person,2018,8,4,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237534,Offence Against a Person,2018,2,5,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237541,Offence Against a Person,2018,4,20,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237555,Offence Against a Person,2018,6,30,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237567,Offence Against a Person,2018,7,21,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237569,Offence Against a Person,2018,12,16,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237590,Offence Against a Person,2018,3,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237612,Offence Against a Person,2018,11,4,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237627,Offence Against a Person,2018,3,27,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237649,Offence Against a Person,2018,8,25,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237801,Offence Against a Person,2018,5,17,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237809,Offence Against a Person,2018,7,7,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237879,Offence Against a Person,2018,8,18,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237943,Offence Against a Person,2018,1,4,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237972,Offence Against a Person,2018,1,3,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
237998,Offence Against a Person,2018,3,22,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238041,Offence Against a Person,2018,8,22,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238042,Offence Against a Person,2018,3,13,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238080,Offence Against a Person,2018,6,25,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238090,Offence Against a Person,2018,9,30,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238123,Offence Against a Person,2018,6,27,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238127,Offence Against a Person,2018,1,27,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238137,Offence Against a Person,2018,7,27,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238167,Offence Against a Person,2018,6,29,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238169,Offence Against a Person,2018,1,21,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238173,Offence Against a Person,2018,8,29,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238203,Offence Against a Person,2018,8,25,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238216,Offence Against a Person,2018,2,3,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238219,Offence Against a Person,2018,10,24,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238235,Offence Against a Person,2018,7,18,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238240,Offence Against a Person,2018,8,19,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238258,Offence Against a Person,2018,5,18,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238266,Offence Against a Person,2018,6,17,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238276,Offence Against a Person,2018,3,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238307,Offence Against a Person,2018,3,7,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238350,Offence Against a Person,2018,5,3,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238392,Offence Against a Person,2018,7,29,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238418,Offence Against a Person,2018,12,14,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238452,Offence Against a Person,2018,7,28,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238459,Offence Against a Person,2018,4,13,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238468,Offence Against a Person,2018,9,6,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238487,Offence Against a Person,2018,6,1,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238503,Offence Against a Person,2018,2,23,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238508,Offence Against a Person,2018,12,29,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238547,Offence Against a Person,2018,5,18,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238565,Offence Against a Person,2018,6,26,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238571,Offence Against a Person,2018,7,4,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238572,Offence Against a Person,2018,7,4,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238590,Offence Against a Person,2018,7,19,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238647,Offence Against a Person,2018,9,13,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238699,Offence Against a Person,2018,7,11,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238716,Offence Against a Person,2018,12,1,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238727,Offence Against a Person,2018,7,22,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238732,Offence Against a Person,2018,6,27,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238750,Offence Against a Person,2018,6,19,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238766,Offence Against a Person,2018,10,17,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238788,Offence Against a Person,2018,2,1,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238801,Offence Against a Person,2018,1,26,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238837,Offence Against a Person,2018,1,1,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238862,Offence Against a Person,2018,12,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238873,Offence Against a Person,2018,5,9,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238883,Offence Against a Person,2018,2,6,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238900,Offence Against a Person,2018,4,25,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238906,Offence Against a Person,2018,1,21,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238912,Offence Against a Person,2018,3,17,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238922,Offence Against a Person,2018,1,15,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238950,Offence Against a Person,2018,11,2,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
238954,Offence Against a Person,2018,3,3,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239015,Offence Against a Person,2018,6,15,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239026,Offence Against a Person,2018,3,18,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239027,Offence Against a Person,2018,1,1,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239089,Offence Against a Person,2018,7,2,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239095,Offence Against a Person,2018,2,27,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239102,Offence Against a Person,2018,4,17,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239118,Offence Against a Person,2018,5,11,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239124,Offence Against a Person,2018,6,26,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239216,Offence Against a Person,2018,1,19,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239218,Offence Against a Person,2018,7,2,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239304,Offence Against a Person,2018,5,29,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239357,Offence Against a Person,2018,7,22,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239380,Offence Against a Person,2018,3,31,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239393,Offence Against a Person,2018,12,23,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239395,Offence Against a Person,2018,4,7,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239451,Offence Against a Person,2018,12,28,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239469,Offence Against a Person,2018,4,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239474,Offence Against a Person,2018,2,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239493,Offence Against a Person,2018,6,3,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239595,Offence Against a Person,2018,5,2,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239603,Offence Against a Person,2018,8,28,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239614,Offence Against a Person,2018,6,4,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239615,Offence Against a Person,2018,9,16,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239642,Offence Against a Person,2018,3,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239653,Offence Against a Person,2018,2,11,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239673,Offence Against a Person,2018,6,8,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239690,Offence Against a Person,2018,10,21,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239772,Offence Against a Person,2018,8,1,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239784,Offence Against a Person,2018,6,15,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239820,Offence Against a Person,2018,5,29,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239908,Offence Against a Person,2018,4,27,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239926,Offence Against a Person,2018,3,24,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239940,Offence Against a Person,2018,7,21,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
239967,Offence Against a Person,2018,8,28,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240107,Offence Against a Person,2018,8,25,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240125,Offence Against a Person,2018,11,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240136,Offence Against a Person,2018,5,12,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240179,Offence Against a Person,2018,1,18,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240181,Offence Against a Person,2018,10,30,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240254,Offence Against a Person,2018,4,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240325,Offence Against a Person,2018,4,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240341,Offence Against a Person,2018,1,1,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240380,Offence Against a Person,2018,2,28,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240458,Offence Against a Person,2018,9,2,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240504,Offence Against a Person,2018,10,29,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240539,Offence Against a Person,2018,8,30,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240586,Offence Against a Person,2018,10,13,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240605,Offence Against a Person,2018,8,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240685,Offence Against a Person,2018,9,27,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240732,Offence Against a Person,2018,3,1,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240748,Offence Against a Person,2018,10,10,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240805,Offence Against a Person,2018,9,21,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240806,Offence Against a Person,2018,11,3,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240807,Offence Against a Person,2018,11,12,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240810,Offence Against a Person,2018,6,24,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240811,Offence Against a Person,2018,11,28,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240820,Offence Against a Person,2018,9,5,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240886,Offence Against a Person,2018,8,22,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240895,Offence Against a Person,2018,3,14,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240935,Offence Against a Person,2018,3,24,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240950,Offence Against a Person,2018,1,13,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240955,Offence Against a Person,2018,3,31,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240973,Offence Against a Person,2018,6,14,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
240995,Offence Against a Person,2018,5,15,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
241018,Offence Against a Person,2018,3,19,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
241105,Offence Against a Person,2018,10,31,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
241115,Offence Against a Person,2018,12,7,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
241116,Offence Against a Person,2018,12,7,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
241135,Offence Against a Person,2018,11,13,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
241163,Offence Against a Person,2018,6,30,0,0,OFFSET TO PROTECT PRIVACY,,0.0,0.0
